DeckSize,TotalGames,Wins,CloseWins,WinRate,CloseWinRate,AvgMovesOnWin,AvgCardsRemainingOnWin
8,213,0,0,0,0000,0,0000,0,00,0,00
9,213,0,0,0,0000,0,0000,0,00,0,00
10,213,0,0,0,0000,0,0000,0,00,0,00
11,213,0,0,0,0000,0,0000,0,00,0,00
12,213,2,2,0,0094,1,0000,33,50,0,50
13,213,0,0,0,0000,0,0000,0,00,0,00
14,213,1,1,0,0047,1,0000,34,00,2,00
15,213,1,1,0,0047,1,0000,36,00,1,00
16,213,7,6,0,0329,0,8571,36,14,1,86
17,213,6,4,0,0282,0,6667,37,67,1,17
18,213,9,7,0,0423,0,7778,38,67,1,33
19,213,4,2,0,0188,0,5000,37,75,3,00
20,213,7,5,0,0329,0,7143,39,57,2,29
21,213,10,8,0,0469,0,8000,40,60,2,20
22,213,15,9,0,0704,0,6000,41,67,2,33
