DeckSize,TotalGames,Wins,CloseWins,WinRate,CloseWinRate,AvgMovesOnWin,AvgCardsRemainingOnWin
8,213,0,0,0,0000,0,0000,0,00,0,00
9,213,2,2,0,0094,1,0000,28,50,0,50
10,213,0,0,0,0000,0,0000,0,00,0,00
11,213,7,7,0,0329,1,0000,30,00,1,00
12,213,7,3,0,0329,0,4286,28,29,3,71
13,213,7,4,0,0329,0,5714,30,71,2,29
14,213,22,16,0,1033,0,7273,32,32,1,68
15,213,20,15,0,0939,0,7500,33,70,1,30
16,213,20,11,0,0939,0,5500,33,15,2,85
17,213,26,15,0,1221,0,5769,34,54,2,46
18,213,30,11,0,1408,0,3667,34,47,3,53
19,213,44,23,0,2066,0,5227,35,39,3,61
20,213,40,19,0,1878,0,4750,36,48,3,53
21,213,56,21,0,2629,0,3750,36,68,4,32
22,213,59,24,0,2770,0,4068,37,63,4,37
